index,Unnamed: 0,Datetime,Tweet Id,Text,Username,Verified Status,Follower Count,Location,Reply Counts,Retweet Counts,Like Count,Media,Keyword,Year
647807,5200,2018-02-21 23:45:02+00:00,966458776537706497,    Is all this politics is too much for you? Have u read the North South Report ideas? You do realise there are benefits to the UK in providing aid / solidarity to other countries? andMany of these countries are suffering due to climate change from countries like us using hydrocarbons,JWils60,False,3318.0,Scotland,0.0,0.0,0.0,,climatechange,2018
474622,25793,2020-09-14 22:41:10+00:00,1305637745356877825,ROOT_CAUSE SOLUTION TO ClimateChange : Transformation of Human Values:        ClimateCrisis GlobalWarming ClimateEmergency environment ClimateRebellion cleanenergy extinction renewables recycling Hurricanes fossilfuel Flood  ,MassCreativity,False,6297.0,Global,0.0,1.0,1.0,"[Photo(previewUrl='https://pbs.twimg.com/media/Eh6Nsh4XkAAIQbB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eh6Nsh4XkAAIQbB?format=jpg&name=large')]",ClimateEmergency,2020
54470,17972,2019-06-29 23:10:07+00:00,1145107204602847232,Repost hempsecret          Did you know that hemp jeans can last literally forever? Hemp is the most sustainable fabric on the planet earth. . . Follow Us: hempsecret . . . . . hempjeans levistrauss  ,NYCannabistimes,False,1017.0,"Washington Heights, Manhattan",0.0,0.0,0.0,,sustainable,2019
24251,24255,2018-08-31 23:25:06+00:00,1035669839719919616,The real challenge China faces is how to take advantage of dynamic urban clusters to generate growth and address structural challenges in financially and environmentally sustainable ways. Andrew Sheng and Xiao Geng Via   UnderstandingChina  ,berggruenInst,True,21955.0,Los Angeles,1.0,3.0,6.0,,sustainable,2018
535916,2846,2019-01-30 23:45:23+00:00,1090757901206065156,In case you missed it here is an excellent video series from   on the ClimateCrisis  ,DartmouthCommon,False,1566.0,Mi'kma'ki,0.0,2.0,2.0,,ClimateCrisis,2019
79148,6150,2020-03-02 23:39:43+00:00,1234624459211804672,Sadly Harris the U.S. must admit fault in their current social decay and choice of gov't. I suggest the mentality or thinking of those who voted for Trump is the most crucial goal to again gain a sustainable humanity. The world is watching... it's not happy.  ,THOLT8,False,1421.0,"Fraser Valley B.C, Canada",1.0,0.0,1.0,,sustainable,2020
28192,28196,2018-10-09 23:19:24+00:00,1049801530965016577,Pisa Global competencies dovetail with the UN sustainable development goals. 193 countries say these SDGs matter so it should be part of what we do with students ulearn18  ,L2_S2S,False,2267.0,New Zealand,0.0,0.0,1.0,,sustainable,2018
178554,13157,2018-05-12 22:51:42+00:00,995436381433417729,"    OMG. But, meant would be interesting if global warming turned some males into females.",itzme2,False,4007.0,,0.0,0.0,0.0,,globalwarming,2018
507221,21792,2021-08-06 22:14:52+00:00,1423769568732983298,            Please spend some time on this when its released Monday. climatecrisis climateemergency actonclimate     ,patrick_rizzo10,False,469.0,"Manahatta, unceded Lenape land",0.0,0.0,0.0,,ClimateEmergency,2021
168772,3354,2018-02-03 23:22:13+00:00,959930049804820480,"Global warming is real, and there are only 2 genders.  ",IdentityDiffuse,False,130.0,,0.0,0.0,1.0,,globalwarming,2018
431227,18852,2019-07-08 22:40:26+00:00,1148361227334291456,The next Democratic debate better be a ClimateDebate - dems have a chance to get out in front and unify the country       ClimateEmergency  ,MiaMassicotte,False,754.0,,0.0,0.0,0.0,,ClimateEmergency,2019
386817,663,2018-05-25 12:59:22+00:00,999998359078428672,"But by all means, take away our formerly useful Primatine inhalers because ClimateScam MT    The U.S. Geological Survey says Kilauea is releasing 15,000 tons of sulfur dioxide each day from vents.  ",wrella,False,420.0,WNY,0.0,0.0,1.0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/999996003989245952/pu/img/0PvU9Bzy_rtnV36j.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/999996003989245952/pu/pl/Qwek_nQlbRvFzz1P.m3u8?tag=3', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/999996003989245952/pu/vid/320x180/MzXm1SGVif7cUHU-.mp4?tag=3', bitrate=256000)], duration=42.643, views=309)]",ClimateScam,2018
498993,13564,2021-05-16 21:16:29+00:00,1394039071157129219,We're glad to say there's cross party support for addressing the Climate Emergency in Newcastle.   We hope that both   and   will continue to support changes like the five bridges to help people walk and cycle and leave their car at home.  ,space4gosforth,False,1686.0,Newcastle upon Tyne,1.0,2.0,12.0,,ClimateEmergency,2021
786916,34708,2021-12-14 23:59:15+00:00,1470906260782559237,"    Well Joe, a pragmatist republican on Climate Change, maybe Senator Inhofe could bring in a KILLER tornado video that shows on the ground footage of a tornado creating death and destruction for over 200 miles, I'm sure Inhofe could make wise crack that would rate a few yuks yuks",donfree71906661,False,631.0,,1.0,0.0,0.0,,climatechange,2021
734474,18866,2020-07-07 23:48:31+00:00,1280649929426235392,"  Big fan of nuclear, but this probably wouldn't have moved the dial enough make climate change 'not a worry'.  Electricity production is only a fraction of total emissions, and extra nuclear would have made up only a fraction of that.",Mario_Gibney,False,7203.0,Toronto,0.0,0.0,1.0,,climatechange,2020
599678,30168,2020-10-28 22:23:22+00:00,1321578331448307712,The Unistoten need help protecting Wetsuweten land from a pipeline threatening pollution. ClimateChange  ClimateChangeIsReal  actonclimate actonclimatechange ClimateCrisis  facetheclimatecrisis FaceTheClimateEmergency  WetsuwetenStrong  ,MaLadykiller,False,516.0,,0.0,0.0,0.0,,ClimateCrisis,2020
30043,30047,2018-10-28 23:25:03+00:00,1056688325577318401,"With a number of companies such as   and   harnessing the marine energy potential from our beautiful Welsh coastlines, the future is looking more sustainable and carbon-free.   Discover the marineenergy industry in Wales:    ",InvestWales,True,21387.0,"Wales, United Kingdom",0.0,1.0,0.0,"[Photo(previewUrl='https://pbs.twimg.com/media/DqocblwXgAYjPWb?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DqocblwXgAYjPWb?format=jpg&name=large')]",sustainable,2018
476976,28147,2020-10-08 22:12:01+00:00,1314327717681131520,"Consume less, not wreck more. As we rally to consume less this lot wrecks even more than oceans, air, ice, forests, lives.  Greedy eat Earth. May virus eat greed.  NASA turns evil. SpaceJunk ReduceReuseRecycle Renewables ClimateEmergency FridaysForFuture ExtinctionRebellion  ",marlinsandes,False,30.0,,0.0,0.0,2.0,,ClimateEmergency,2020
322995,11487,2018-10-18 14:19:35+00:00,1052927174435631104,"WOW!!! Spectacular timelapse of a shelf cloud and thunderstorm approaching Malaga, spain this morning! Report:   severeweather extremeweather  ",StormchaserUKEU,False,62025.0,"(Kent, U.K / World",1.0,26.0,73.0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1052860536671612928/pu/img/3KxaQusxoZz9V5XA.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1052860536671612928/pu/vid/318x180/CZvG60EZlNEXukvy.mp4?tag=5', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1052860536671612928/pu/vid/636x360/jPIA7SefqfMa8ji3.mp4?tag=5', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1052860536671612928/pu/pl/UiKuoHdyt4uFBJbn.m3u8?tag=5', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1052860536671612928/pu/vid/848x480/xTLSVXbyKk6sTdaX.mp4?tag=5', bitrate=2176000)], duration=12.0, views=29511)]",extremeweather,2018
160334,827,2021-03-11 22:25:03+00:00,1370138728895807490,More than 95% of greenhousegas emissions in FairfaxCounty come from sources like energy use in homes and vehicles on our roads. We can all take climateaction with ffxCECAP.    ,ffxgreen,False,531.0,"Fairfax County, Virginia",0.0,0.0,1.0,"[Photo(previewUrl='https://pbs.twimg.com/media/EwO16RQWUAM4Qmk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwO16RQWUAM4Qmk?format=jpg&name=large')]",greenhousegas,2021
803491,1471,2020-02-11 12:14:05+00:00,1227204156126941188,"SmartWatts energymanagementsolutions helped a U.S. based nursing home in reducing 687 tons in carbonemissions, thereby saving ~83k annual operationalcosts.  ",Draup_Sales,False,88.0,"Santa Clara, California",3.0,7.0,11.0,,carbonemissions,2020
115779,6181,2021-03-03 23:36:15+00:00,1367257544926752768,"    The GOP depravity has no bottom. Voter suppression laws. Holding up relief. Allowing MTG to remain in Congress, trying to adjourn daily without business taking place. Im not a Democrat and even I can see this is not sustainable.",Lady_Bug_June,False,10.0,,0.0,0.0,0.0,,sustainable,2021
813123,772,2021-02-01 10:31:00+00:00,1356188292161662979,"Good to see targets to reduce carbonemissions in the futurehomestandard.  Insulation values for SIPs are vastly superior to conventional framing and insulating methods, as a building constructed with these panels is virtually airtight.    ",HemsecPanels,False,458.0,"Liverpool, UK",0.0,0.0,0.0,,carbonemissions,2021
123562,13964,2021-05-20 23:43:14+00:00,1395525555072606210,"    I might beat the shit out of Howard Hughes, just to make  the business side of my career a little more sustainable. I'd have to read the fine print in this deal beforehand, though!",tennysonestead,False,1910.0,Los Angeles,0.0,0.0,3.0,,sustainable,2021
332659,7679,2019-07-03 06:06:14+00:00,1146299086632628224,"Japan, hit by torrential rains, orders 800,000 to evacuate    &gt; ExtremeWeather TorrentialRain Evacuation Flooding Floods Landslide Landslides Kagoshima Kyushu Weather  ",alloutnow,False,374.0,Iceland,0.0,1.0,1.0,,extremeweather,2019
345425,6688,2020-08-18 16:46:35+00:00,1295764038803238913,"Want to do something? Reforesting tropical forests will conserve species, slow ClimateChange and ExtremeWeather and create a habitable climate for us all. Here's what you can do ActNow ClimateEmergency TreePlanting  ",goodgolly007,False,1261.0,Half way to the moon,0.0,0.0,0.0,,extremeweather,2020
148490,2395,2018-09-14 07:07:16+00:00,1040497188978257920,"RT UNDP ""Energy accounts for 60% of total global greenhousegas emissions.  Across Lebanon, the poorest and most vulnerable families are now able to afford sustainable energy 24-7 in communities affected by the Syria crisis:    v UND  """,FoundationVeer,True,1110.0,"New Delhi, India",0.0,0.0,0.0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/916325628114284545/pu/img/JS8AGgwRMl2mfzPt.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/916325628114284545/pu/vid/320x180/zD2jn9IhrmfK_PFS.mp4', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/916325628114284545/pu/pl/T-LVutDS-QVIrnoC.m3u8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/916325628114284545/pu/vid/1280x720/6FBsi4sN-Z70cujT.mp4', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/916325628114284545/pu/vid/640x360/25BYqMMjzFrjaIKR.mp4', bitrate=832000)], duration=76.44, views=3545)]",greenhousegas,2018
18574,18576,2018-07-05 23:28:15+00:00,1015014525223890945,"    The aim isn't ""cycling"" per se, but ""Sustainable Safety"" (Duurzam Veiligheid). IIRC NL adopted DV as national policy in 1992(?), which led to a law requiring all govts to classify every road/street into one *only* of 3 functions: 1. Movement 2. Living 3. To get between 1 and 2.",JimMoore1963,False,548.0,,1.0,4.0,10.0,,sustainable,2018
513828,28399,2021-10-11 22:34:53+00:00,1447692205561417731,"Educators!   has a Climate 101 series of videos that help students understand the ClimateEmergencyalong with prompts for research, observation, discussion, and personal and community action. TeachClimate STEM ScienceTeachers edutwitter  ",LaurenPorosoff,False,4455.0,"New York, USA",1.0,0.0,0.0,,ClimateEmergency,2021
680686,1578,2019-01-16 23:51:00+00:00,1085685883334840320,"Our City Futures series travels to Miami Beach, which will be reshaped by rising seas. Says the climate change 'first responder' --- ""Were working toward the city of tomorrow. Dont be afraid of that. That can be a cool thing.""  ",ozy,True,43609.0,"Mountain View, CA",0.0,3.0,0.0,,climatechange,2019
703437,24329,2019-09-01 23:57:45+00:00,1168312015909195776,  Itll never get used under this administration sadly.. they dont care about global warming or climate change and are too heavily invested in oil to admit its detriments,kevincandrum311,False,1845.0,Masshole! ( almost inbred),0.0,0.0,0.0,,climatechange,2019
535242,2172,2019-01-23 19:34:21+00:00,1088158010524999680,"  addressing the nations   regarding the importance of infrastructure, CommonSense GunControlNow, and the ClimateCrisis - Amen, Speaker Pelosi, Amen!  ",JudySheahan,False,218.0,,0.0,1.0,2.0,"[Photo(previewUrl='https://pbs.twimg.com/media/Dxnp8N3WwAcuucL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dxnp8N3WwAcuucL?format=jpg&name=large')]",ClimateCrisis,2019
5869,5871,2018-02-28 23:29:20+00:00,968991539467825153,Free copy of Sustainable Planet  science environment conservation naturalcapital biodiversity nature strategy  ,profdmcinnes,False,9403.0,"Melbourne, Victoria, Australia",0.0,0.0,0.0,,sustainable,2018
382393,970,2021-03-18 20:22:02+00:00,1372644486195646464,"         ""Oil firms knew decades ago fossilfuels posed grave health risks, files reveal""    RT if you want big oilandgas held to accountability for undermining climatescience and airquality  airpollution ClimateAction  ",WeAreNaturesave,False,1732.0,"Totnes, Devon / Cover the UK",0.0,0.0,0.0,"[Photo(previewUrl='https://pbs.twimg.com/media/Ewyc4tsWEAYEKMA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ewyc4tsWEAYEKMA?format=jpg&name=large')]",climatescience,2021
126741,17143,2021-06-21 23:38:07+00:00,1407120678399135755,resilience is not sustainable we are not supposed to endure life we are supposed to live it,omgheyQT,False,537.0,,0.0,0.0,1.0,,sustainable,2021
846890,11430,2019-10-28 08:34:29+00:00,1188735777284481024,Paint company PT Mowilex becomes Indonesia's first carbon neutral manufacturer   coatings Indonesia carbonneutral Mowilex  ,CoatingsGroup,False,2136.0,United Kingdom,0.0,0.0,2.0,"[Photo(previewUrl='https://pbs.twimg.com/media/EH884_LWoAAy-yo?format=png&name=small', fullUrl='https://pbs.twimg.com/media/EH884_LWoAAy-yo?format=png&name=large')]",carbonneutral,2019
855534,5128,2020-03-07 23:20:06+00:00,1236431458400698368,"Opinion | Our Pursuit of Happiness Is Killing the Planet - The New York Times    Watches4Nature, we support PlantATree to become carbonneutral and prevent climatechange.   |    ",Giacomo_Cortes,False,277.0,Switzerland / Germany,0.0,0.0,0.0,"[Photo(previewUrl='https://pbs.twimg.com/media/ESiv25_XYAADCiG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ESiv25_XYAADCiG?format=jpg&name=large')]",carbonneutral,2020
728901,13293,2020-05-12 23:35:40+00:00,1260352977027678208,                            They - GreenDeal - believe deforestation for biomass power plants will save us from climate change. TickTock EUxit EEG,Liek43,False,2061.0,,0.0,0.0,0.0,,climatechange,2020
269218,30810,2020-11-04 23:53:06+00:00,1324137626379702276,"  all I'm saying, is that think if global warming is maintaing carbon dioxide in the atmosphere for vegetation growth and preventing an Ice Age.",Famous_Bora,False,43.0,yur mom,1.0,0.0,0.0,,globalwarming,2020
722343,6735,2020-03-08 23:56:16+00:00,1236802951378763778,"The Climate Action Group announced that Newly Registration is now open: as Member, Volunteer or an Organization to play your role.      Let's join hands to SavethePlanet.  ClimateActionGroup ClimateChangeCampaign ClimateChange",ClimateActionG1,False,946.0,Global,0.0,1.0,4.0,,climatechange,2020
486661,1232,2021-01-13 22:22:12+00:00,1349481900977627146,"  COVID, ClimateEmergency, healthcare, election reform, national reconciliation. Televise bipartisan townhalls between moderates of both parties, set up community programs like   expand youth and senior volunteers and encourage interaction. Bring people together.",fuwari_to_chiru,False,795.0,首都圏,0.0,0.0,1.0,,ClimateEmergency,2021
236171,34264,2019-12-09 23:19:54+00:00,1204178891595636736,this is why we have global warming,jxvks,False,152.0,Scotland / San Francisco,1.0,0.0,1.0,,globalwarming,2019
802359,339,2020-01-15 09:52:06+00:00,1217383950508797952,"The way businesses are powered has to change. Thankfully, getting a head start on cutting your carbonemissions is easier than you think.  Visit   to explore how choosing renewables could benefit your business:  ",EnergyLiveNews,False,12100.0,London,0.0,1.0,1.0,,carbonemissions,2020
286509,11501,2021-04-26 23:57:31+00:00,1386831838933655556,"    If climate change/global warming are worthy of AOC's ""Green New Deal"", perhaps she'd regale us with all of her knowledge and wisdom and explain how 7k - 12k years ago the dead sea flourished with vegetation and foliage, and wasn't just part of natural evolution? ",TessaBrantley5,False,180.0,"Texas, USA",0.0,0.0,0.0,,globalwarming,2021
802883,863,2020-01-29 10:00:26+00:00,1222459479540797441,"Sainsbury's has promised to reduce its net carbonemissions to zero over the next 20 years The supermarket chain, which is the second largest in the UK, has said it will spend £1bn to reach the target  ClimateAction Sustainability  ",SalixFinance,False,1689.0,"King William Street, London",0.0,1.0,0.0,,carbonemissions,2020
5971,5973,2018-03-01 23:25:17+00:00,969352906473398272,"bbcqt.   Forget fracking, ditch oil and gas ASAP, and become a world leader in sustainable energy production.   It would cost less than the taxpayer spent bailing out the banks !",ScoobyLuby,False,13.0,"Telford, England",0.0,0.0,0.0,,sustainable,2018
687818,8710,2019-03-29 23:59:06+00:00,1111779847221792768,"As climate change continues to threaten those in urban poverty, new solutions like the expandable house project can help provide permanent, durable housing that can withstand extreme weather. futurecitiesvatech  ",LettauEve,False,4.0,,0.0,0.0,2.0,,climatechange,2019
327467,2487,2019-02-26 18:37:54+00:00,1100464990845313024,Q4.  How has ExtremeWeather changed your perspective of a Destination? Share a photo.  TRLT travel TravelTribe  ,GoGreenGatsby,False,177.0,"San Carlos de Bariloche, Argentina",0.0,0.0,0.0,,extremeweather,2019
844677,9217,2019-09-19 19:31:31+00:00,1174767997799608321,Amazon is seriously committing to climate change. What will other companies do?   carbonneutral business retail strategy sustainability      ,venkyshankar,False,1278.0,Texas,0.0,0.0,1.0,,carbonneutral,2019
879821,10139,2021-06-07 10:58:52+00:00,1401856176518832134,"At BE Design, we are passionate about reducing the environmental impact of everything we do for our clients  but this needs to begin at home by embedding it at the heart of our business too - this is why we are committed to carbon reductions wherever possible. CarbonNeutral",B_E_Design,False,436.0,UK,1.0,1.0,3.0,,carbonneutral,2021
892787,23105,2021-12-29 13:45:51+00:00,1476187713892196352,"For the first time, Southern Africa will have a green toolbox to offer small firms extra rewards for cutting pollution. Read more here:    scienceandenvironment naturalworld carbonneutral carbon africa",GreeneconomyM,False,266.0,"Cape Town, South Africa",0.0,0.0,1.0,,carbonneutral,2021
821460,9109,2021-08-10 18:54:07+00:00,1425168599929458694,"The global network of UNESCOBiospheres provides a blueprint for living in this time of ClimateCrisis, and can provide guidance at grassroots level to businesses and communities wrt reducing carbonemissions and building resilience to local impacts.  ",ScotBiosphere,False,1506.0,Galloway & Southern Ayrshire,0.0,0.0,3.0,,carbonemissions,2021
383755,2332,2021-07-02 01:34:00+00:00,1410773719442608133,"Arctics last refuge for polar bears may be more vulnerable to climate crisis than first thought, study says.       ClimateCrisis ClimateEmergency Arctic EndangeredSpecies Wildlife ArcticOcean ClimateScience Data SeaIce PolarBears",activist360_co,False,2059.0,New York City,0.0,3.0,2.0,,climatescience,2021
234788,32881,2019-11-25 23:08:32+00:00,1199102600995639297,What will lead to our demise--global warming or selfie sticks?  ,ApocNowPodcast,False,449.0,"New York, NY ",0.0,0.0,1.0,,globalwarming,2019
644897,2287,2018-01-23 23:43:19+00:00,955949094060593152,  Climate change!,TruthSpitter2,False,5.0,"Middle America, USA",0.0,0.0,0.0,,climatechange,2018
709971,30863,2019-11-05 23:55:05+00:00,1191866557909078017,"El desarrollo descontrolado y la deforestación desenfrenada pueden generar ganancias a corto plazo para una élite, pero traicionan a las personas que habitan en los bosques y a las generaciones futuras Cambioclimatico ClimateChange CarbonoNeutro  ",100CoNeutral,False,212.0,"Escazu, San Jose, Costa Rica",0.0,1.0,0.0,,climatechange,2019
449918,1089,2020-01-11 23:37:03+00:00,1216142004867829760,I would like to see Scott Morrison interviewed by the people of Australia in a qanda setting.   auspol insiders DavidSpeers  ClimateEmergency,nomdeplume42,False,864.0,Australia,0.0,1.0,2.0,,ClimateEmergency,2020
849027,13567,2019-12-02 18:14:33+00:00,1201565329060708352,"We're back after our lunch break, with a case study by David Francis Lyon on Nouveau Monde Graphite's plan to build the world's first carbonneutral open-pit mine. EMWC19",MelodieMichel,False,426.0,"Valencia, Spain",0.0,0.0,0.0,,carbonneutral,2019
832751,4128,2018-09-11 20:31:47+00:00,1039612490974416896,greenbeautyrevolution goodforyou vegan natural crueltyfree carbonneutral britishmade skincare hoole chester cheshire wirral northwales,TropicGemmaD,False,49.0,"Chester, England",0.0,0.0,1.0,,carbonneutral,2018
414609,2234,2019-01-23 18:27:11+00:00,1088141107613945856,New Zealand bans all new offshore oil exploration as part of 'carbon-neutral future  while Canada buys a pipeline that allows a tar sands expansion. What part of global warming climate emergency does   not get?  ,macdade2,False,901.0,"Coast Salish Territory, Vancouver Island, B.C.",0.0,4.0,4.0,,ClimateEmergency,2019
540136,7066,2019-03-13 21:50:49+00:00,1105949359462440960,      youve already had such an impact.Cant wait to see what you achieve in the next few years. You have set a high bar for other businesses to follow leadership ClimateCrisis PlasticFree oneplasticfreeday palmoil. This list is going to grow fast.Congratulations!,siansutherland,False,3556.0,London,1.0,1.0,5.0,,ClimateCrisis,2019
865679,15273,2020-10-21 13:41:07+00:00,1318910187386884096,Did you know that   has pledged to be CarbonNeutral by 2030 and FossilFuelFree by 2050? 10BoldGoals  ,sustainableuva,False,1701.0,University of Virginia,0.0,1.0,5.0,"[Photo(previewUrl='https://pbs.twimg.com/media/Ek21wXJXIAE4_3Y?format=png&name=small', fullUrl='https://pbs.twimg.com/media/Ek21wXJXIAE4_3Y?format=png&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Ek210NbX0AIN2YY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ek210NbX0AIN2YY?format=jpg&name=large')]",carbonneutral,2020
834943,6320,2018-12-07 19:03:35+00:00,1071118037800153088,    Thats against the Geneva Conventions,otokano_art,False,963.0,"Edinburgh, Scotland",0.0,0.0,1.0,,carbonneutral,2018
328145,3165,2019-03-14 13:00:34+00:00,1106178303524769794,"Mozambique is on high alert as Tropical Cyclone Idai roars towards the countrys central coast, where 40 percent of the population lives. cyclone extremeweather prayeralert praythenews cycloneidai    is asking for prayers.   ",MNNTeam,False,8525.0,"Aurora, IL",0.0,1.0,0.0,,extremeweather,2019
840297,4837,2019-05-16 15:28:52+00:00,1129046061341904896,Ready for a fun day at    meeting people and giving a talk later about carbonneutral and Sustainable energy systems.  ,BrianTarrojaPhD,False,786.0,"Irvine, CA",0.0,0.0,3.0,"[Photo(previewUrl='https://pbs.twimg.com/media/D6stZEDU8AAmT2O?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D6stZEDU8AAmT2O?format=jpg&name=large')]",carbonneutral,2019
538847,5777,2019-02-28 21:22:21+00:00,1101231151820136448,ClimateCrisis  ,hockeyprose,False,1881.0,Oregon,0.0,3.0,3.0,,ClimateCrisis,2019
555790,22720,2019-08-16 22:50:48+00:00,1162496961213358081,"  Clearly, facts are lost on you,    Such a shame. ClimateCrisis  ",SMacMillanMD,False,3201.0,,0.0,0.0,0.0,"[Photo(previewUrl='https://pbs.twimg.com/media/ECIE0sAXkAAtW2t?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ECIE0sAXkAAtW2t?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/ECIE0sAXYAAC8rT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ECIE0sAXYAAC8rT?format=jpg&name=large')]",ClimateCrisis,2019
721738,6130,2020-03-02 23:57:09+00:00,1234628844423770113,U.S. Launches Tool to Stake Claim to Worlds Rare Earth Minerals rareearth USA climatechange technology mining news   ,rare_review,False,2164.0,,0.0,4.0,4.0,,climatechange,2020
328479,3499,2019-03-20 20:59:17+00:00,1108473106140663809,Vancouver's current temperature of 23.3°C is 5.2°C above the record high of 18.1°C for this date! extremeweather vanweather,XWeatherVan,False,32.0,"Vancouver, British Columbia",0.0,0.0,0.0,,extremeweather,2019
752424,216,2021-01-03 23:56:28+00:00,1345881749323210755,"    ""The blood lines""!! Jesus Christ Una, what are you going on about? I think you might find that the vast majority of scientists disagree with you. Im not scaring anyone into control poverty and death and how would believing in climate change do that anyway?!",fromandan2,False,255.0,,0.0,0.0,0.0,,climatechange,2021
10366,10368,2018-04-14 23:26:46+00:00,985298348478525440,How can sustainable cities affect your mental health? -    ,PH_AEDD,False,3741.0,"Kingston, Jamaica",0.0,2.0,0.0,,sustainable,2018
236364,34457,2019-12-11 23:36:01+00:00,1204907720836431872,"      That doesn't answer my question. It's also literally said in this thread I've retweeted from. Every person I know is in favour of regular backburning, but our government hasn't provided the necessary support to do so safely, even as fire danger rises with global warming.",DailyDael,False,18182.0,"Wollongong, New South Wales",0.0,0.0,6.0,,globalwarming,2019
796501,2933,2019-06-16 23:00:58+00:00,1140393862352867328,"Australia's climate policy is failing to deliver, government data shows   via   lnpfail carbonemissions ClimateChange globalheating environment auspol",LaurieKidd01,False,1426.0,Taree,0.0,0.0,0.0,,carbonemissions,2019
362704,12535,2021-11-12 03:07:09+00:00,1458994748547641346,"There Is No Saving a World Which is Bent on Destroying Itself  Canterbury Cathedral, England    Grey Cross Studios art climatechange climatechangeisreal climateaction ClimateChangeart extremeweather climatechangeaction dystopia  ",GreyCrossStudio,False,16176.0,"New Orleans, Louisiana",0.0,1.0,2.0,"[Photo(previewUrl='https://pbs.twimg.com/media/FD9j-ajWUAUkwVw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FD9j-ajWUAUkwVw?format=jpg&name=large')]",extremeweather,2021
78600,5602,2020-02-26 23:58:42+00:00,1232817296764067841,"It ain't easy being green. ""Lack of sustainable investments for eager investors: Westpac"" banking green sustainability  ",M_Ludlow,False,4820.0,"Brisbane, Queensland",0.0,0.0,1.0,,sustainable,2020
302755,27747,2021-10-05 23:21:41+00:00,1445529655893643264,About the only positive effect of global warming.  ,Marihanisen,False,99.0,"Riehpuvuotna, Norway",0.0,0.0,2.0,,globalwarming,2021
13078,13080,2018-05-11 23:04:08+00:00,995077122409615361,Sustainable handmade sports equipment and accessories by  ,costaarq,False,97.0,São Paulo - Brasil,0.0,0.0,2.0,,sustainable,2018
215008,13101,2019-05-12 23:59:51+00:00,1127725101737283584,  Il dubbio in realtà è un'altro: non è che forse sei tu a non sapere cos'è il Global warming?,gabri1967,False,646.0,"La Habana, Cuba",0.0,0.0,1.0,,globalwarming,2019
114775,5177,2021-02-21 23:38:09+00:00,1363634144866091009,"  We are moving toward a world where we no longer rely on disposable/plastic water bottles. Day by day, the world becomes more sustainable  Check out our latest product, and see how you can generate pure and clean drinking water with fully sustainable technology ",russkapholdings,False,40.0,United States,0.0,0.0,0.0,,sustainable,2021
731462,15854,2020-06-07 23:44:01+00:00,1269777164410511360,"  Sort of like putting a young girl in command of climate change, Greta.",Jamsbuildameri1,False,603.0,,0.0,0.0,0.0,,climatechange,2020
697649,18541,2019-07-05 23:52:15+00:00,1147292136175521798,Pol Pot Was A Climate Change Pioneer.,ConservativeLA,False,10874.0,"NE Dallas, formerly SGV",1.0,0.0,0.0,,climatechange,2019
670009,27405,2018-10-02 23:59:44+00:00,1047274967627325441,India targeting 40% of its power generation from non-fossil fuel by 2030 climatechange India  ,sudhirgota,False,1650.0,Global,0.0,4.0,2.0,,climatechange,2018
473677,24848,2020-09-05 22:22:53+00:00,1302371652915933184,  Sorry to hear far right trying to block Dover. Could be a problem for you there.  Climate emergency is real for now and future generations. You are custodian of both.,LibJackieDem,False,3708.0,Wales and Europe,0.0,0.0,0.0,,ClimateEmergency,2020
