Datetime,Tweet Id,Text,Username,Verified Status,Follower Count,Location,Reply Counts,Retweet Counts,Like Count,Media
2019-12-30 23:59:29+00:00,1211798997389570049,My December #Gippsland Climate News. Most read East Gippsland #bushfires. More tomorrow  https://t.co/RHV1wflzox  #gippsnews  #ClimateEmergency #ClimateActionNow @tonypeck51 @TheRealEwbank @GippsNews  @s_maunder  @Pen2Paper43  @alcgunn @EnviroVic @AusConservation @Cam_Walker https://t.co/6lcRXDnOZE,PeterDGardner,False,5328,Bairnsdale East Gippsland,0,5,12,"[Photo(previewUrl='https://pbs.twimg.com/media/ENEswhqVUAAleEV?format=png&name=small', fullUrl='https://pbs.twimg.com/media/ENEswhqVUAAleEV?format=png&name=large')]"
2019-12-30 23:59:14+00:00,1211798932809867264,Action speaks louder than words. #ClimateEmergency,SusanaMatosCruz,False,409,Boorloo,0,3,3,
2019-12-30 23:58:58+00:00,1211798866850271232,"Best of Today - Today guest edits: Greta Thunberg - BBC Sounds

#ClimateEmergency #StopAdani

#ExtinctionRebellion 

A must listen.

#auspol #qldpol #nswpol #springst

#wapol #sapol

Wake Up Australia!

It’s #TimeForAction

 https://t.co/I6Ls0s4RL5",Jackthelad1947,False,35406,"Cairns, Queensland",0,9,22,
2019-12-30 23:58:57+00:00,1211798863142502400,"Time to work together against climate change.  No more electoral nonsense. Just do it. 
#AUSTRALIANBUSHFIRES 
#ClimateEmergency",RoseIser,False,1101,Melbourne,0,0,0,
2019-12-30 23:58:37+00:00,1211798779466117120,"@CPontificates @CloverMoore @JaneCaro @ABCTV @sydneyfireworks @chrissmithonair @SkyNewsAust @2GB873 I’m not watching it on

@Channel9 @Channel10AU @SkyNewsAust @ABCTV @SBS @Channel7 

Unlike #ClimateEmergency 💧 hypocrites I’m on a #FireworksBoycott until rain

@ScottMorrisonMP cut short a holiday @CloverMoore should cancel #sydneyfireworks 

#auspol #NSWfires #TheirABC #Kenny https://t.co/GLbHbyDXHr",PetefromHayNSW,False,2505,"Riverina, NSW, Australia ",0,0,1,"[Photo(previewUrl='https://pbs.twimg.com/media/ENEsjtPVUAEC2XF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENEsjtPVUAEC2XF?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/ENEsjtPU0AEMwt9?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENEsjtPU0AEMwt9?format=jpg&name=large')]"
2019-12-30 23:58:31+00:00,1211798751708418048,"Hot and bothered: #heat affects all of us, but older people face the highest #health risks. 🌞 #Hyperthermia #Australia #HealthCare #ClimateEmergency 🚑 @scoopit https://t.co/IYg3AICdl3 https://t.co/psnlFUJrTe",kiwirip,False,1491,"Melbourne, Australia",0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/ENEsiuUWoAIXxKK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENEsiuUWoAIXxKK?format=jpg&name=large')]"
2019-12-30 23:58:15+00:00,1211798686201593856,Heartbreaking #ClimateEmergency #NSWfires @ScottMorrisonMP #ScoMoResign,lehamilton57,False,190,,0,0,0,
2019-12-30 23:58:14+00:00,1211798680488923136,On other words capitalists won't do the right thing unless they're forced to. Can anyone else see the problem here? #auspol #ClimateChange #ClimateEmergency,JoshDaCat,False,1531,"Hobart, Australia",0,0,1,
2019-12-30 23:58:05+00:00,1211798645852573697,"So FG declared a climate emergency, but now want to prevent access to justice for environmental groups challenging flawed projects...hmm 🤔",ciaranahern,False,3571,Rathfarnham,0,1,7,
2019-12-30 23:58:02+00:00,1211798631919112200,Extremely interesting. Time for companies and insurance companies to start #divesting due to the #ClimateEmergency,Evantichita,False,1731,,0,0,0,
2019-12-30 23:57:53+00:00,1211798593503236096,"This is what a climate emergency looks like.  And yes, it's time to talk about it #NSWfires",chuzbucket,False,712,"Sydney, Australia",1,2,2,
2019-12-30 23:57:08+00:00,1211798406936444928,"#BoycottSydneyNYEFireworks #BoycottNYEFireworks
#AustralianFires #ClimateEmergency #CoalitionFires #IStillCallAustraliaHome #TotalFireBan",GriffinCath,False,75,Larrakia - Darwin NT Australia,0,1,0,
2019-12-30 23:56:50+00:00,1211798328406466561,"@pauldutton1968 We can't endure another summer like this.  There has to be some drastic changes in how the States/Fed deal with these #climateemergency  #ClimateCrisis   To do that we need a strong, committed leader.

#bushfires
#bushfirecrisis",OzSheela,False,916,Gold Coast. Qld,0,1,2,
2019-12-30 23:56:45+00:00,1211798306856169472,"@bluesfestblues @ScottMorrisonMP @mattjcan 
This is what a climate emergency looks like. 

If you had any decency or moral leadership you would cancel your trip to India, and develop an urgent plan to stop mining and exporting coal. What good is a strong economy if the whole country burns?",hardenuppete,False,8238,Australia,22,120,591,
2019-12-30 23:56:44+00:00,1211798306281545729,"9:22AM. South eastern coast of Australia. Sun rose about 5:40am. Smoke has literally turned day into night. Evacuees on the warf ready to jump in water as the fire approaches. Australia is burning, and our leaders refuse to address or talk about our #ClimateEmergency! 🔥",developerjack,False,5976,${jndi:sydney},0,2,1,
2019-12-30 23:56:09+00:00,1211798158977585152,Thoughts and prayers DO NOT save lives or property. If they did we'd be overpopulated living in megalopolises. It's time for the pious to swallow their superstitions and pride and do something constructive. #Bushfires #Drought #ClimateChange  #ClimateEmergency #auspol,comrade_stu,False,1235,sw/vic oz,0,1,0,
2019-12-30 23:56:05+00:00,1211798140694564864,@earthstories I just heard from Lara that she was safe. Still waiting on Gaz. Love to you and family. Let’s hope for a good New Year and some intelligence in response to the #ClimateEmergency from our sleeping political class.,Pelican1,False,1474,Australia,1,0,1,
2019-12-30 23:55:43+00:00,1211798049305104385,Wish I could say it’s getting better out there. It’s not. 10:45am. #Tathra #nsw #nswfires #nswbushfires #bushfires #australianbushfires #climateemergency https://t.co/rA0eJm6VaV,DanMBennett,False,2471,Sydney,2,0,1,
2019-12-30 23:55:42+00:00,1211798043508523009,Photo of Koala and Firefighter Surrounded by Flames Perfectly Captures the Climate Emergency https://t.co/q5ia4sVJrG,kckitty,False,990,"St. Joseph, MO",0,0,0,
2019-12-30 23:55:16+00:00,1211797935165300736,@PetefromHayNSW @GladysB @CloverMoore @annelisenews @chrissmithonair @mpsmithnews @Kieran_Gilbert @aclennell @2GB873 @dailytelegraph @9NewsSyd @RadioNational @AlanJones @SkyNewsAust You can only hope a wayward sky rocket goes straight up Clovers Bum !  Now that would be a climate emergency !,rightwingpeter,False,2359,"New South Wales, Australia",0,0,1,
